Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 0:00:00,23,0,0.0,1.0,1.0
2024-11-25 1:00:00,21,0,0.0,1.0,1.0
2024-11-25 2:00:00,20,0,0.0,3.0,3.0
2024-11-25 3:00:00,19,0,0.0,3.0,3.0
2024-11-25 4:00:00,17,0,0.0,3.0,3.0
2024-11-25 5:00:00,16,0,0.0,3.0,3.0
2024-11-25 6:00:00,16,0,0.0,4.0,4.0
2024-11-25 7:00:00,15,0,0.0,4.0,4.0
2024-11-25 8:00:00,14,0,0.0,4.0,4.0
2024-11-25 9:00:00,15,0,0.0,3.0,3.0
2024-11-25 10:00:00,17,0,0.0,4.0,4.0
2024-11-25 11:00:00,18,0,0.0,2.0,2.0
2024-11-25 12:00:00,20,0,0.0,3.0,3.0
2024-11-25 13:00:00,21,0,0.0,3.0,3.0
2024-11-25 14:00:00,21,0,0.0,2.0,2.0
2024-11-25 15:00:00,21,0,0.0,2.0,2.0
2024-11-25 16:00:00,20,0,0.0,3.0,3.0
2024-11-25 17:00:00,19,0,0.0,5.0,5.0
2024-11-25 18:00:00,18,0,0.0,4.0,4.0
2024-11-25 19:00:00,17,0,0.0,5.0,5.0
2024-11-25 20:00:00,16,0,0.0,5.0,5.0
2024-11-25 21:00:00,15,0,0.0,3.0,3.0
2024-11-25 22:00:00,14,0,0.0,0.0,0.0
2024-11-25 23:00:00,14,0,0.0,1.0,-1.0
2024-11-26 0:00:00,14,0,0.0,1.0,-1.0
2024-11-26 1:00:00,13,0,0.0,2.0,-2.0
2024-11-26 2:00:00,12,0,0.0,4.0,-4.0
2024-11-26 3:00:00,12,0,0.0,4.0,-4.0
2024-11-26 4:00:00,11,0,0.0,4.0,-4.0
2024-11-26 5:00:00,11,0,0.0,3.0,-3.0
2024-11-26 6:00:00,10,0,0.0,4.0,-4.0
2024-11-26 7:00:00,10,0,0.0,4.0,-4.0
2024-11-26 8:00:00,11,0,0.0,3.0,-3.0
2024-11-26 9:00:00,12,0,0.0,1.0,-1.0
2024-11-26 10:00:00,14,0,0.0,0.0,0.0
2024-11-26 11:00:00,17,0,0.0,1.0,1.0
2024-11-26 12:00:00,19,0,0.0,2.0,2.0
2024-11-26 13:00:00,21,0,0.0,3.0,3.0
2024-11-26 14:00:00,22,0,0.0,3.0,3.0
2024-11-26 15:00:00,22,0,0.0,3.0,3.0
2024-11-26 16:00:00,22,0,0.0,2.0,2.0
2024-11-26 17:00:00,21,0,0.0,2.0,2.0
2024-11-26 18:00:00,20,0,0.0,1.0,1.0
2024-11-26 19:00:00,19,0,0.0,0.0,0.0
2024-11-26 20:00:00,19,0,0.0,1.0,1.0
2024-11-26 21:00:00,19,0,0.0,1.0,1.0
2024-11-26 22:00:00,19,0,0.0,1.0,1.0
2024-11-26 23:00:00,19,0,0.0,1.0,1.0
