Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 0:00:00,17,0,0.0,1.0,-1.0
2024-11-27 1:00:00,16,0,0.0,1.0,-1.0
2024-11-27 2:00:00,16,0,0.0,1.0,-1.0
2024-11-27 3:00:00,15,0,0.0,1.0,-1.0
2024-11-27 4:00:00,15,0,0.0,1.0,-1.0
2024-11-27 5:00:00,15,0,0.0,0.0,0.0
2024-11-27 6:00:00,15,0,0.0,1.0,-1.0
2024-11-27 7:00:00,15,0,0.0,1.0,-1.0
2024-11-27 8:00:00,15,0,1.0,1.0,-1.0
2024-11-27 9:00:00,16,0,0.0,0.0,0.0
2024-11-27 10:00:00,18,0,0.0,2.0,2.0
2024-11-27 11:00:00,19,0,0.0,3.0,3.0
2024-11-27 12:00:00,21,0,0.0,5.0,5.0
2024-11-27 13:00:00,23,0,0.0,7.0,7.0
2024-11-27 14:00:00,24,0,0.0,8.0,8.0
2024-11-27 15:00:00,24,0,0.0,7.0,7.0
2024-11-27 16:00:00,23,0,0.0,6.0,6.0
2024-11-27 17:00:00,22,0,0.0,5.0,5.0
2024-11-27 18:00:00,21,0,0.0,4.0,4.0
2024-11-27 19:00:00,20,0,0.0,3.0,3.0
2024-11-27 20:00:00,19,0,0.0,1.0,1.0
2024-11-27 21:00:00,18,0,0.0,0.0,0.0
2024-11-27 22:00:00,17,0,0.0,0.0,0.0
2024-11-27 23:00:00,16,0,1.0,2.0,-2.0
2024-11-28 0:00:00,16,0,0.0,2.0,-2.0
2024-11-28 1:00:00,16,0,1.0,2.0,-2.0
2024-11-28 2:00:00,15,0,0.0,3.0,-3.0
2024-11-28 3:00:00,15,0,0.0,3.0,-3.0
2024-11-28 4:00:00,14,0,0.0,4.0,-4.0
2024-11-28 5:00:00,13,0,0.0,4.0,-4.0
2024-11-28 6:00:00,12,5,0.0025000000000000005,4.0,-4.0
2024-11-28 7:00:00,11,5,0.0025000000000000005,4.0,-4.0
2024-11-28 8:00:00,10,0,0.0,5.0,-5.0
2024-11-28 9:00:00,10,0,0.0,5.0,-5.0
2024-11-28 10:00:00,11,0,0.0,5.0,-5.0
2024-11-28 11:00:00,12,5,0.0025000000000000005,4.0,-4.0
2024-11-28 12:00:00,14,0,0.0,2.0,-2.0
2024-11-28 13:00:00,15,0,0.0,1.0,-1.0
2024-11-28 14:00:00,15,0,0.0,1.0,-1.0
2024-11-28 15:00:00,15,0,0.0,1.0,-1.0
2024-11-28 16:00:00,13,0,0.0,2.0,-2.0
2024-11-28 17:00:00,12,0,0.0,2.0,-2.0
2024-11-28 18:00:00,10,0,0.0,1.0,-1.0
2024-11-28 19:00:00,8,0,0.0,4.0,-4.0
2024-11-28 20:00:00,7,0,0.0,3.0,-3.0
2024-11-28 21:00:00,6,0,0.0,4.0,-4.0
2024-11-28 22:00:00,5,0,0.0,4.0,-4.0
2024-11-28 23:00:00,5,0,0.0,2.0,-2.0
